bbl,isndobbisviol,boro,bin,block,lot,issuedate,violationtypecode,violationnumber,housenumber,street,dispositiondate,dispositioncomments,devicenumber,description,ecbnumber,number,violationcategory,violationtype
1007730027,749322,1,1014148,00773,00027,2001-02-05,E,9011/132246,221,WEST 23 STREET,2002-07-23,AS PER INSPECTOR ROUTE SHEET,,1P17915,,V*020501E9011/132246,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1010410005,752537,1,1025173,01041,00005,2001-02-27,LL6291,02998,365,WEST   50 STREET,,,00039594,,,V022701LL629102998,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1010410005,2049463,1,1025173,01041,00005,2001-02-27,LL6291,02997,365,WEST 50 STREET,,,39594-01,,,V022701LL629102997,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1011690040,753086,1,1030892,01169,00040,2001-02-27,LL6291,03521,216,WEST 78TH STREET,,,00016044,,,V022701LL629103521,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1011690040,753087,1,1030892,01169,00040,2001-02-27,LL6291,03522,214,WEST   78 STREET,,,00016064,,,V022701LL629103522,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1012530045,744117,1,1034185,01253,00045,2001-01-09,E,9444/130121,336,WEST 95 STREET,2001-03-04,AS PER INSPECTOR ROUTE SHEET,,1P9029,,V*010901E9444/130121,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1015100052,754158,1,1047584,01510,00052,2001-02-27,LL6291,04561,1205,LEXINGTON AVENUE,,,00035707,,,V022701LL629104561,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1015100053,754159,1,1047585,01510,00053,2001-02-27,LL6291,04562,1201,LEXINGTON AVENUE,,,00007757,,,V022701LL629104562,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1015320009,754264,1,1048790,01532,00009,2001-02-27,LL6291,04663,215,EAST 86TH STREET,,,00815303,,,V022701LL629104663,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1015320009,747379,1,1048790,01532,00009,2001-03-02,C,ZSTF04YC,215,EAST   86 STREET,2001-08-13,"COMPLIED WITH,RECOMMEND DISMISSAL",,,,V*030201CZSTF04YC,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL
1015490015,754343,1,1050027,01549,00015,2001-02-27,LL6291,04739,333,EAST   86 STREET,,,00007392,,,V022701LL629104739,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1015490016,754344,1,1050028,01549,00016,2001-02-27,LL6291,04740,335,EAST   86 STREET,2001-05-30,KPA    CANCELLED-BLDG HTED BY BLR @ 337  E     86TH ST/OP-49 SUBMITTED,00907866,,,V*022701LL629104740,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1016460021,754765,1,1052375,01646,00021,2001-02-27,LL6291,05147,1865,2 AVENUE,2014-05-14,"CIAKST DISMISS, $500 FULL PENALTY PAID SEE INV#61406254",00066520,,,V*022701LL629105147,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1016460021,754766,1,1052375,01646,00021,2001-02-27,LL6291,05148,1865,2 AVENUE,2014-05-14,"CIAKST DISMISS, $500 FULL PENALTY PAID SEE INV#61406254",00066520,,,V*022701LL629105148,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1020650021,757638,1,1061577,02065,00021,2001-02-27,LL6291,07915,417,WEST  150 STREET,2003-12-31,"TCOCIA CANCELLED,RECD NEW OWNER AFFIDVAIT/DEED 1-9-03 CRFN#2003000190847",00921557,,,V*022701LL629107915,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1020990049,791085,1,1062472,02099,00049,2001-03-08,LL1081,01521,640,W 153RD ST,,,E0101521,,,V030801LL108101521,V-DOB VIOLATION - ACTIVE,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL
1021220105,809342,1,1062935,02122,00105,2001-11-06,E,9444/144373,558,WEST 164 STREET,2005-04-11,"PPN203 AOC SUBMITTED ON 040805 BY PRECISON     ELEV CORP,CERT#429-003",,1P10293,,V*110601E9444/144373,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1021230101,757981,1,1062985,02123,00101,2001-02-27,LL6291,08245,503,WEST  167 STREET,2005-03-09,TSECIA DISMISSED REDUCED PENALTY PAID $50      CK# 010432 INV# 60478638,00031490,,,V*022701LL629108245,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1021570015,758112,1,1063766,02157,00015,2001-02-27,LL6291,08372,552,WEST 185TH ST,2005-09-16,"TCOCIA CANCELLED,RECD NEW OWNER AFFIDAVIT/DEED 7/13/04 CRFN#2004000538537",00065703,,,V*022701LL629108372,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1021660026,758148,1,1063964,02166,00026,2001-02-27,LL6291,08406,603,WEST  184 STREET,2003-09-22,"APECIA DISMISSED, FULL PENALTY PAID $500 MO#06341508849 INV# 10880242",00065970,,,V*022701LL629108406,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1021660027,758149,1,1063965,02166,00027,2001-02-27,LL6291,08407,605,WEST  184 STREET,2002-03-11,MBUCIA DISMISSED $50/30 REDUCED PENALTY        MO#97707568893 INV#60326661,00043318,,,V*022701LL629108407,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1021660028,758150,1,1063966,02166,00028,2001-02-27,LL6291,08408,607,WEST  184 STREET,2003-07-22,"TCOCIA CANCELLED,BOILER REMOVED/HEAT BY 605 W  184 ST",00065971,,,V*022701LL629108408,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1011430042,292879,1,1079313,01143,00042,2001-01-25,LANDMK,01-0444,124,WEST   72 STREET,2001-06-08,,,,,V*012501LANDMK01-0444,V*-DOB VIOLATION - DISMISSED,LANDMK-LANDMARK                                                        NONE
1011430042,372799,1,1079313,01143,00042,2001-01-25,LANDMK,01-0446,124,WEST   72 STREET,2001-07-25,,,,,V*012501LANDMK01-0446,V*-DOB VIOLATION - DISMISSED,LANDMK-LANDMARK                                                        NONE
1011430042,372407,1,1079313,01143,00042,2001-01-25,LANDMK,01-0445,124,WEST   72 STREET,2018-11-30,,,,,V*012501LANDMK01-0445,V*-DOB VIOLATION - DISMISSED,LANDMK-LANDMARK                                                        NONE
1011430042,749455,1,1079313,01143,00042,2001-03-14,C,07JG02,124,WEST   72 STREET,,,,,34274682X,VW031401C07JG02,VW-VIOLATION WORK WITHOUT PERMIT - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL
1011430042,799713,1,1079313,01143,00042,2001-07-12,E,9011/140801,124,WEST   72 STREET,2003-02-25,AS PER INSPECTORS ROUTE SHEET,,1P10608,,V*071201E9011/140801,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1011430042,799715,1,1079313,01143,00042,2001-07-12,E,9011/140802,124,WEST   72 STREET,2003-02-25,AS PER INSPECTORS ROUTE SHEET,,1P10609,,V*071201E9011/140802,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1005880067,783222,1,1083532,00588,00067,2001-04-03,C,ZSTF02NDC,43,GROVE STREET,2011-06-02,PPN291 OKAY TO DISMISS                         (1803),,,,V*040301CZSTF02NDC,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL
1005880067,783398,1,1083532,00588,00067,2001-04-04,C,STF02NDC,43,GROVE STREET,2011-06-02,PPN291 OKAY TO DISMISS VIOLATION               (1803),,,,V*040401CSTF02NDC,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL
2024610045,791190,2,2002814,02461,00045,2001-03-08,LL1081,01623,940,GR CONCOURSE,,,E0101623,,,V030801LL108101623,V-DOB VIOLATION - ACTIVE,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL
2024610045,746984,2,2002814,02461,00045,2001-02-12,E,9444/233702,940,GRAND CONCOURSE,2007-11-21,PPN203 AOC SUBMITTED ON 11/19/07 BY CHARLESTAN TECHONOLOGIES INC. CERT#500-001,,2P632,,V*021201E9444/233702,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610045,746983,2,2002814,02461,00045,2001-02-12,E,9444/233703,940,GRAND CONCOURSE,2007-11-21,PPN203 AOC SUBMITTED ON 11/19/07 BY CHARLESTAN TECHONOLOGIES INC. CERT#500-001,,2P631,,V*021201E9444/233703,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610045,798041,2,2002814,02461,00045,2001-06-28,E,9444/239438,940,GRAND CONCOURSE,2006-10-26,PPN203 AOC SUBMITTED ON 10/24/06 BY CHARLESTAN TECH. CERT. #500-001,,2P633,,V*062801E9444/239438,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610045,798042,2,2002814,02461,00045,2001-06-28,E,9444/239439,940,GRAND CONCOURSE,2006-10-26,PPN203 AOC SUBMITTED ON 10/24/06 BY CHARLESTAN TECH. CERT. #500-001,,2P634,,V*062801E9444/239439,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610045,798044,2,2002814,02461,00045,2001-06-28,E,9444/239440,940,GRAND CONCOURSE,2006-10-26,PPN203 AOC SUBMITTED ON 10/24/06 BY CHARLESTAN ELEV. CERT. 500-001,,2P635,,V*062801E9444/239440,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610058,791178,2,2002815,02461,00058,2001-03-08,LL1081,01624,180,E 164TH ST,2018-01-19,LL1081 PAID PENALTY FAILURE TO FILE,E0101624,,,V*030801LL108101624,V*-DOB VIOLATION - DISMISSED,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL
2024610090,791191,2,2002822,02461,00090,2001-03-08,LL1081,01625,1000,GR CONCOURSE,,,E0101625,,,V030801LL108101625,V-DOB VIOLATION - ACTIVE,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL
2024610090,798045,2,2002822,02461,00090,2001-06-28,E,9444/239436,1000,GRAND CONCOURSE,2007-06-29,PPN203 AOC SUBMITTED ON 06/27/2007 BY CHARLESTAN TECHNOLOGIES. CERT#500-001,,2P1637,,V*062801E9444/239436,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,798046,2,2002822,02461,00090,2001-06-28,E,9444/240126,1000,GRAND CONCOURSE,2007-06-29,PPN203 AOC SUBMITTED ON 06/27/2007 BY CHARLESTAN TECHNOLOGIES. CERT#500-001,,2P1638,,V*062801E9444/240126,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024640023,791193,2,2002849,02464,00023,2001-03-08,LL1081,01627,1235,GR CONCOURSE,,,E0101627,,,V030801LL108101627,V-DOB VIOLATION - ACTIVE,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL
2024640023,746987,2,2002849,02464,00023,2001-02-09,E,9444/232804,1235,GRAND CONCOURSE,2011-02-25,JMA    COPY OF VIOLATION NOT AVAILABLE; 5 YEAR TEST COMPLETED ON 7-13-07,,2P1212,,V*020901E9444/232804,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024640023,746775,2,2002849,02464,00023,2001-02-09,E,9444/232805,1235,GRAND CONCOURSE,2011-02-25,JMA    COPY OF VIOLATION NOT AVAILABLE; 5 YEAR TEST COMPLETED ON 7-13-07,,2P1213,,V*020901E9444/232805,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024960046,758919,2,2003025,02496,00046,2001-02-27,LL6291,09175,1184,CROMWELL AVENUE,2001-08-02,MBUCIA $50.00 REDUCED PENALTY CK#4595          INV#60300271,00924417,,,V*022701LL629109175,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2027040009,782817,2,2005468,02704,00009,2001-03-23,C,0202JP,990,INTERVALE AVENUE,,,,,,V032301C0202JP,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL
2028080012,759607,2,2007683,02808,00012,2001-02-27,LL6291,09845,1939,GRAND CONCOURSE,,,00006900,,,V022701LL629109845,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2028350026,759658,2,2008010,02835,00026,2001-02-27,LL6291,09894,1505,GRAND CONCOURSE,,,00005212,,,V022701LL629109894,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2028350026,799407,2,2008010,02835,00026,2001-07-10,E,9444/240162,1505,GRAND CONCOURSE,2001-09-28,AS PER INSPECTOR ROUTE SHEET,,2P847,,V*071001E9444/240162,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2031600024,782767,2,2013743,03160,00024,2001-03-08,E,9011/233976,2065,GRAND CONCOURSE,2004-09-21,PPN203 AOC SUBMITTED ON 091604 BY AMERICAN     ELEV CERT#082-032,,2P239,,V*030801E9011/233976,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2031620034,760317,2,2013760,03162,00034,2001-02-27,LL6291,10540,2183,GRAND CONCOURSE,2005-08-02,"TCOCIA CANCELLED,SEE BOILER AT 2185 GRAND      CONCOURSE",00926867,,,V*022701LL629110540,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2032250094,791383,2,2014941,03225,00094,2001-03-08,LL1081,01810,2300,LORING PL,,,E0101810,,,V030801LL108101810,V-DOB VIOLATION - ACTIVE,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL
2032500005,785795,2,2015396,03250,00005,2001-04-24,C,ZSTF02AC,2830,SEDGEWICK AVENUE,2003-02-14,OKAY TO DISMISS,,,,V*042401CZSTF02AC,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL
2032500005,792984,2,2015396,03250,00005,2001-05-24,C,ZSTF01DP,2830,SEDGWICK AVENUE,2003-02-14,OKAY TO DISMISS,,,,V*052401CZSTF01DP,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL
2032500005,798889,2,2015396,03250,00005,2001-07-13,C,ZSTF01RR,2830,SEDGWICK AVENUE,2003-02-14,OKAY TO DISMISS,,,,V*071301CZSTF01RR,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL
2033040055,799806,2,2017136,03304,00055,2001-07-12,E,9444/239562,2701,VALENTINE AVENUE,2003-02-28,AS PER INSPECTOR ROUTE SHEET,,2P1143,,V*071201E9444/239562,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033140057,760607,2,2017428,03314,00057,2001-02-27,LL6291,10824,2685,GRAND CONCOURSE,2006-04-11,IRICIA DISMISSED REDUCED PENALTY PAID $50      INV# 60543763   MO# 27,00926903,,,V*022701LL629110824,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2033140057,791413,2,2017428,03314,00057,2001-03-08,LL1081,01840,2685,GR CONCOURSE,2017-01-30,LL1081 PENALTY PAID,E0101840,,,V*030801LL108101840,V*-DOB VIOLATION - DISMISSED,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL
2033150089,791414,2,2017465,03315,00089,2001-03-08,LL1081,01841,2805,GRAND CONCOURSE,,,E0101841,,,V030801LL108101841,V-DOB VIOLATION - ACTIVE,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL
2033560146,799966,2,2018647,03356,00146,2001-07-17,E,9444/240125,3525,DECATUR AVENUE,2004-06-14,ASZ PER INSPECTOR ROUTE SHEET,,2P1410,,V*071701E9444/240125,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2037670077,760851,2,2024877,03767,00077,2001-02-27,LL6291,11060,1225,WHITE PLAINS ROAD,,,00013660,,,V022701LL629111060,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2037670082,760852,2,2024878,03767,00082,2001-02-27,LL6291,11061,1221,WHITE PLAINS ROAD,,,00013659,,,V022701LL629111061,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2037670082,800107,2,2024878,03767,00082,2001-07-18,E,9444/241154,1221,WHITE PLAINS ROAD,2002-01-28,AS PER INSPECTOR ROUTE SHEET,,2P785,,V*071801E9444/241154,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2039470001,811453,2,2041215,03947,00001,2001-11-27,E,9011/246426,2131,STARLING AVENUE,2005-04-29,"PPN203 AOC SUBMITTED ON 042505 BY SERVI-TEK    ELEV CORP,CERT#472-006",,2P931,,V*112701E9011/246426,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2039470001,811451,2,2041215,03947,00001,2001-11-27,E,9011/246427,2131,STARLING AVENUE,2005-04-29,"PPN203 AOC SUBMITTED ON 042505 BY SERVI-TEK    ELEV CORP,CERT#472-006",,2P904,,V*112701E9011/246427,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2039470001,811444,2,2041215,03947,00001,2001-11-27,E,9011/246428,2131,STARLING AVENUE,2005-05-16,PPN203 AOC SUBMITTED ON 5/11/05 BY SERVI-TEK   ELEV. CERT. #472-007,,,,V*112701E9011/246428,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2040770034,761075,2,2044129,04077,00034,2001-02-27,LL6291,11279,1560,SILVER ST,,,00014034,,,V022701LL629111279,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2043170040,791475,2,2049375,04317,00040,2001-03-08,LL1081,01899,2185,BOLTON ST,,,E0101899,,,V030801LL108101899,V-DOB VIOLATION - ACTIVE,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL
2043480005,811507,2,2050059,04348,00005,2001-11-16,E,9011/245503,2310,HOLLAND AVENUE,2005-07-29,PPN203 AOC SUBMITTED ON 072605 BY ROTAVELE     ELEV CERT#L445-003,,2P2713,,V*111601E9011/245503,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2057540090,761826,2,2083557,05754,00090,2001-02-27,LL6291,12004,225,WEST  232 STREET,,,00015557,,,V022701LL629112004,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2057540090,782856,2,2083557,05754,00090,2001-03-29,C,STF01DP,225,WEST  232 STREET,,,,,,V032901CSTF01DP,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL
3009280049,763452,3,3018397,00928,00049,2001-02-27,LL6291,13622,433,DEAN STREET,2001-07-09,"CBUCIA DISMISSED,REDUCED PENALTY PAID,INVOICE #60296898",00027178,,,V*022701LL629113622,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
3009280051,763453,3,3018398,00928,00051,2001-02-27,LL6291,13623,427,DEAN STREET,2001-07-09,"CBUCIA DISMISSED,REDUCED PENALTY PAID,INVOICE #60296901",00070917,,,V*022701LL629113623,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
3011010041,763928,3,3026544,01101,00041,2001-02-27,LL6291,14089,181,PROSPECT PARK WEST,2002-11-20,"TCOCIA CANCELLED,ONLY ONE BOILER ON PREMISE",00064836,,,V*022701LL629114089,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
3011360040,764022,3,3027816,01136,00040,2001-02-27,LL6291,14182,552,DEAN STREET,2005-08-03,"TCOCIA CANCELLED,RECD NEW OWNER AFFIDAVIT/DEED 3/2/04 CRFN#2004000327853",00935193,,,V*022701LL629114182,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
