complaintnumber,status,dateentered,housenumber,zipcode,housestreet,bin,communityboard,specialdistrict,complaintcategory,unit,dispositiondate,dispositioncode,inspectiondate,dobrundate
3214639,CLOSED,2007-01-29,805,11213,ST MARKS AVENUE,3341622,308,,23,BKLYN,2007-02-07,I2,2007-02-05,2024-05-29
1247252,CLOSED,2009-01-26,301,10010,EAST   21 STREET,1020543,106,,23,SCFLD,2009-02-09,I2,2009-02-05,2024-05-29
3169159,CLOSED,2005-09-10,1616,11213,PRESIDENT STREET,3037905,309,,77,SPOPS,2006-07-03,I2,2006-06-30,2024-05-29
2094506,CLOSED,2007-02-02,2720,10458,GRAND CONCOURSE,2017135,207,,62,ELEVR,2007-02-02,I2,2007-02-02,2024-05-29
1150225,CLOSED,2005-09-12,640,10031,WEST  153 STREET,1062472,109,,54,MAN.,2005-09-30,I2,2005-09-26,2024-05-29
1185133,CLOSED,2007-02-01,128,10023,WEST   72 STREET,1079315,107,,91,MAN.,2007-02-02,I2,2007-02-02,2024-05-29
2094535,CLOSED,2007-02-02,1184,10452,CROMWELL AVENUE,2003025,204,,63,ELEVR,2007-02-23,I2,2007-02-21,2024-05-29
2074475,CLOSED,2005-08-17,1184,10452,CROMWELL AVENUE,2003025,204,,63,ELEVR,2005-09-12,A1,2005-09-08,2024-05-29
2089481,CLOSED,2006-09-25,2922,10458,GRAND CONCOURSE,2017622,207,,45,BRONX,2006-10-04,C2,2006-10-03,2024-05-29
1249924,CLOSED,2009-02-26,124,10023,WEST   72 STREET,1079313,107,,49,SPOPS,2009-07-09,B2,2009-04-01,2024-05-29
1176147,CLOSED,2006-09-29,574,10030,ST NICHOLAS AVENUE,1060906,110,,63,ELEVR,2006-10-31,I2,2006-10-25,2024-05-29
2056189,CLOSED,2003-12-03,2185,10462,BOLTON STREET,2049375,211,,63,ELEVR,2003-12-30,H1,2003-12-12,2024-05-29
2092992,CLOSED,2006-12-19,1505,10452,GRAND CONCOURSE,2008010,204,,45,BRONX,2007-01-08,A1,2007-01-05,2024-05-29
1150352,CLOSED,2005-09-13,235,10128,EAST   96 STREET,1052375,111,,63,ELEVR,2005-09-26,I2,2005-09-21,2024-05-29
2075472,CLOSED,2005-09-13,1110,10460,WYATT STREET,2028349,206,,04,ERT,2005-11-14,I2,2005-11-13,2024-05-29
2082159,CLOSED,2006-04-01,990,10459,INTERVALE AVENUE,2005468,202,,45,BRONX,2006-04-17,C2,2006-04-14,2024-05-29
1250755,CLOSED,2009-03-10,574,10030,ST NICHOLAS AVENUE,1060906,110,,58,BOILR,2009-06-23,I2,2009-06-23,2024-05-29
2056255,CLOSED,2003-12-07,2701,10458,VALENTINE AVENUE,2017136,207,,63,ELEVR,2004-05-21,I2,2004-05-20,2024-05-29
2056256,CLOSED,2003-12-07,1000,10451,GRAND CONCOURSE,2002822,204,,63,ELEVR,2004-03-25,H1,2004-02-25,2024-05-29
2089117,CLOSED,2006-09-15,1000,10451,GRAND CONCOURSE,2002822,204,,73,BRONX,2006-09-25,I2,2006-09-20,2024-05-29
1249187,CLOSED,2009-02-17,43,10014,GROVE STREET,1083532,102,,05,MAN.,2009-04-14,I2,2009-04-01,2024-05-29
1249192,CLOSED,2009-02-17,45,10014,GROVE STREET,1083532,102,,83,MAN.,2009-04-14,I2,2009-04-01,2024-05-29
1249931,CLOSED,2009-02-26,32,10004,WATER STREET,1087449,101,,73,MAN.,2009-03-03,A9,2009-02-27,2024-05-29
1150499,CLOSED,2005-09-15,235,10128,EAST   96 STREET,1052375,111,,63,ELEVR,2005-09-26,I2,2005-09-20,2024-05-29
1150501,CLOSED,2005-09-15,235,10128,EAST   96 STREET,1052375,111,,63,ELEVR,2005-09-26,I2,2005-09-20,2024-05-29
2056298,CLOSED,2003-12-10,940,10451,GRAND CONCOURSE,2002814,204,,10,BRONX,2003-12-10,A9,2003-12-10,2024-05-29
4390316,CLOSED,2009-02-18,84-51,11379,64 ROAD,4547484,405,,09,QNS.,2009-02-19,H1,2009-02-18,2024-05-29
4390319,CLOSED,2009-02-18,84-51,11379,64 ROAD,4547484,405,,91,QNS.,2009-02-19,I2,2009-02-18,2024-05-29
1150506,CLOSED,2005-09-15,235,10128,EAST   96 STREET,1052375,111,,63,ELEVR,2005-09-26,I2,2005-09-20,2024-05-29
1150507,CLOSED,2005-09-15,235,10128,EAST   96 STREET,1052375,111,,63,ELEVR,2005-09-26,I2,2005-09-20,2024-05-29
2093007,CLOSED,2006-12-19,3556,10467,ROCHAMBEAU AVENUE,2017807,207,,63,ELEVR,2007-01-12,I2,2007-01-09,2024-05-29
1249240,CLOSED,2009-02-18,365,10019,WEST   50 STREET,1025173,104,,74,MAN.,2009-03-12,I2,2009-03-10,2024-05-29
3295676,CLOSED,2009-02-18,95,11226,LINDEN BOULEVARD,3116662,317,,63,ELEVR,2009-03-10,H1,2009-02-19,2024-05-29
2091273,CLOSED,2006-11-04,2720,10458,GRAND CONCOURSE,2017135,207,,63,ELEVR,2006-12-11,I2,2006-12-01,2024-05-29
2075660,CLOSED,2005-09-19,1184,10452,CROMWELL AVENUE,2003025,204,,63,ELEVR,2005-09-26,H1,2005-09-21,2024-05-29
2080384,CLOSED,2006-02-03,3525,10467,DECATUR AVENUE,2018647,207,,62,ELEVR,2006-02-09,A1,2006-02-03,2024-05-29
2126628,CLOSED,2009-02-18,2185,10462,BOLTON STREET,2049375,211,,45,BRONX,2009-04-16,C2,2009-04-14,2024-05-29
4294906,CLOSED,2007-02-16,222-89,11428,BRADDOCK AVENUE,4166895,413,,63,ELEVR,2007-03-07,I2,2007-02-28,2024-05-29
2126930,CLOSED,2009-02-26,1120,10460,WYATT STREET,2028350,206,,37,BRONX,2009-03-31,A8,2009-03-30,2024-05-29
1148105,CLOSED,2005-08-10,105,10030,EDGECOMB AVENUE,1060908,110,,63,ELEVR,2005-09-19,A1,2005-09-13,2024-05-29
3216264,CLOSED,2007-02-16,805,11213,ST MARKS AVENUE,3341622,308,,37,ERT,2007-02-17,I2,2007-02-17,2024-05-29
2075708,CLOSED,2005-09-20,2300,10468,LORING PLACE NORTH,2014941,207,,63,ELEVR,2005-10-12,I2,2005-10-04,2024-05-29
2056395,CLOSED,2003-12-15,940,10451,GRANDCONCOURSE,2002814,204,,23,BRONX,2003-12-18,I2,2003-12-16,2024-05-29
2128137,CLOSED,2009-03-25,3620,10463,OXFORD AVENUE,2124437,208,,09,BRONX,2009-03-31,I2,2009-03-30,2024-05-29
2074478,CLOSED,2005-08-17,1184,10452,CROMWELL AVENUE,2003025,204,,45,BRONX,2005-09-20,A9,2005-09-19,2024-05-29
2055858,CLOSED,2003-11-16,1505,10452,GRAND CONCOURSE,2008010,204,,45,BRONX,2003-12-19,A9,2003-12-11,2024-05-29
1250768,CLOSED,2009-03-10,265,10012,LAFAYETTE STREET,1007524,102,,30,MAN.,2010-07-09,Y2,2010-07-09,2024-05-29
4396922,CLOSED,2009-04-16,83-52,11415,TALBOT STREET,4080137,409,,83,QNS.,2009-04-22,A9,2009-04-17,2024-05-29
1186645,CLOSED,2007-02-20,301,10010,EAST   21 STREET,1020543,106,,73,MAN.,2007-03-07,I2,2007-03-06,2024-05-29
1150976,CLOSED,2005-09-22,640,10031,WEST  153 STREET,1062472,109,,63,ELEVR,2005-10-12,A1,2005-10-06,2024-05-29
2095239,CLOSED,2007-02-22,1505,10452,GRAND CONCOURSE,2008010,204,,45,BRONX,2007-03-06,C2,2007-03-02,2024-05-29
2073923,CLOSED,2005-08-08,340,10460,DEVOE AVENUE,2028349,206,,31,BRONX,2005-09-22,C2,2005-09-20,2024-05-29
2094492,CLOSED,2007-02-01,1184,10452,CROMWELL AVENUE,2003025,204,,63,ELEVR,2007-02-23,I2,2007-02-21,2024-05-29
2126956,CLOSED,2009-02-27,1184,10452,CROMWELL AVENUE,2003025,204,,63,ELEVR,2009-03-13,I2,2009-03-09,2024-05-29
3293626,CLOSED,2009-01-30,95,11226,LINDEN BOULEVARD,3116662,317,,63,ELEVR,2009-03-10,H1,2009-02-19,2024-05-29
1150422,CLOSED,2005-09-14,128,10023,WEST   72 STREET,1079315,107,,05,MAN.,2006-02-21,L2,2005-10-28,2024-05-29
2125790,CLOSED,2009-01-30,2720,10458,GRAND CONCOURSE,2017135,207,,59,ELCTR,2009-03-20,C2,2009-03-19,2024-05-29
2075890,CLOSED,2005-09-24,3620,10463,OXFORD AVENUE,2124437,208,,04,ERT,2005-10-03,I2,2005-10-01,2024-05-29
1250783,CLOSED,2009-03-10,62,10004,PEARL STREET,1087449,101,,73,MAN.,2009-03-12,A8,2009-03-11,2024-05-29
3170785,CLOSED,2005-09-26,175,11225,HAWTHORNE STREET,3115582,309,,63,ELEVR,2005-10-24,H1,2005-10-17,2024-05-29
2075980,CLOSED,2005-09-27,3525,10467,DECATUR AVENUE,2018647,207,,63,ELEVR,2005-10-17,I2,2005-10-12,2024-05-29
1247762,CLOSED,2009-02-01,574,10030,ST NICHOLAS AVENUE,1060906,110,,05,MAN.,2009-02-24,I2,2009-02-20,2024-05-29
1187578,CLOSED,2007-03-02,321,10010,EAST   22 STREET,1020570,106,,37,MAN.,2007-03-04,A9,2007-03-03,2024-05-29
1187580,CLOSED,2007-03-02,321,10010,EAST   22 STREET,1020570,106,,05,MAN.,2007-03-04,I2,2007-03-03,2024-05-29
2092516,CLOSED,2006-12-06,1110,10460,WYATT STREET,2028349,206,,5A,BRONX,2006-12-11,A1,2006-12-07,2024-05-29
1187582,CLOSED,2007-03-02,321,10010,EAST   22 STREET,1020570,106,,31,MAN.,2007-03-04,I2,2007-03-03,2024-05-29
2095800,CLOSED,2007-03-04,1184,10452,CROMWELL AVENUE,2003025,204,,63,ELEVR,2007-03-15,I2,2007-03-13,2024-05-29
3171156,CLOSED,2005-09-30,175,11225,HAWTHORNE STREET,3115582,309,,63,ELEVR,2005-10-21,A1,2005-10-17,2024-05-29
1250087,CLOSED,2009-02-28,267,10012,LAFAYETTE STREET,1007524,102,,04,ERT,2009-03-06,I2,2009-03-05,2024-05-29
2075652,CLOSED,2005-09-18,3556,10467,ROCHAMBEAU AVENUE,2017807,207,,63,ELEVR,2005-09-30,I2,2005-09-29,2024-05-29
1187890,CLOSED,2007-03-05,142,10030,WEST  139 STREET,1060050,110,,58,BOILR,2007-04-27,C2,2007-04-23,2024-05-29
1187909,CLOSED,2007-03-06,142,10030,WEST  139 STREET,1060050,110,,66,MAN.,2007-03-27,C2,2007-03-27,2024-05-29
1187933,CLOSED,2007-03-06,142,10030,WEST  139 STREET,1060050,110,,58,BOILR,2007-04-27,C2,2007-04-23,2024-05-29
1187941,CLOSED,2007-03-06,142,10030,WEST  139 STREET,1060050,110,,58,BOILR,2007-04-27,C2,2007-04-23,2024-05-29
1187979,CLOSED,2007-03-06,265,10012,LAFAYETTE STREET,1007524,102,,83,MAN.,2007-03-14,I2,2007-03-12,2024-05-29
3171508,CLOSED,2005-10-03,777,11213,ST MARKS AVENUE,3324476,308,,63,ELEVR,2005-10-21,I2,2005-10-18,2024-05-29
2095987,CLOSED,2007-03-08,2720,10458,GRAND CONCOURSE,2017135,207,,63,ELEVR,2007-04-24,I2,2007-04-24,2024-05-29
2076308,CLOSED,2005-10-05,2185,10462,BOLTON STREET,2049375,211,,21,BRONX,2005-11-21,I2,2005-11-15,2024-05-29
1152002,CLOSED,2005-10-06,128,10023,WEST   72 STREET,1079315,107,,86,MAN.,2005-10-06,I2,2005-10-06,2024-05-29
1188430,CLOSED,2007-03-12,265,10012,LAFAYETTE STREET,1007524,102,,86,MAN.,2007-03-13,I2,2007-03-12,2024-05-29
2076451,CLOSED,2005-10-09,3620,10463,OXFORD AVENUE,2124437,208,,04,ERT,2005-10-31,A1,2005-10-29,2024-05-29
2096213,CLOSED,2007-03-14,1939,10453,GRAND CONCOURSE,2007683,205,,23,BRONX,2007-03-14,A1,2007-02-22,2024-05-29
2076561,CLOSED,2005-10-11,940,10451,GRAND CONCOURSE,2002814,204,,63,ELEVR,2005-11-04,H1,2005-10-31,2024-05-29
2076188,CLOSED,2005-10-03,2300,10468,LORING PLACE NORTH,2014941,207,,63,ELEVR,2005-10-12,H1,2005-10-04,2024-05-29
3172515,CLOSED,2005-10-13,777,11213,ST MARKS AVENUE,3324476,308,,58,BOILR,2006-07-28,A1,2006-07-26,2024-05-29
2076716,CLOSED,2005-10-14,3044,10463,ALBANY CRESCENT,2016127,208,,73,BRONX,2005-10-18,A9,2005-10-14,2024-05-29
1247923,CLOSED,2009-02-03,62,10004,PEARL STREET,1087449,101,,31,MAN.,2009-02-05,A8,2009-02-04,2024-05-29
1214115,CLOSED,2008-01-23,94,10014,CHRISTOPHER STREET,1010042,102,,59,ELCTR,2008-01-26,A1,2008-01-19,2024-05-29
2096391,CLOSED,2007-03-19,1120,10460,WYATT STREET,2028350,206,,63,ELEVR,2007-04-24,A1,2007-03-31,2024-05-29
2096410,CLOSED,2007-03-19,2685,10468,GRAND CONCOURSE,2017428,207,,63,ELEVR,2007-04-20,I2,2007-04-18,2024-05-29
1189115,CLOSED,2007-03-20,265,10012,LAFAYETTE STREET,1007524,102,,84,MAN.,2007-03-21,I2,2007-03-20,2024-05-29
2109333,CLOSED,2008-01-23,2922,10458,GRAND CONCOURSE,2017622,207,,10,BRONX,2008-01-23,A9,2008-01-23,2024-05-29
4300075,CLOSED,2007-03-21,222-89,11428,BRADDOCK AVENUE,4166895,413,,05,QNS.,2007-03-30,I2,2007-03-28,2024-05-29
4300077,CLOSED,2007-03-21,222-89,11428,BRADDOCK AVENUE,4166895,413,,80,ELEVR,2007-03-30,I2,2007-03-28,2024-05-29
2076854,CLOSED,2005-10-17,940,10451,GRAND CONCOURSE,2002814,204,,63,ELEVR,2005-11-04,I2,2005-10-31,2024-05-29
1189279,CLOSED,2007-03-22,265,10012,LAFAYETTE STREET,1007524,102,,30,MAN.,2007-03-22,H1,2007-03-22,2024-05-29
2076869,CLOSED,2005-10-18,1110,10460,WYATT STREET,2028349,206,,30,BRONX,2005-12-23,I2,2005-12-21,2024-05-29
1189265,CLOSED,2007-03-22,265,10012,LAFAYETTE STREET,1007524,102,,30,MAN.,2007-03-22,I2,2007-03-22,2024-05-29
1189360,CLOSED,2007-03-23,128,10023,WEST   72 STREET,1079315,107,,59,ELCTR,2007-03-27,A1,2007-03-22,2024-05-29
2096599,CLOSED,2007-03-23,2922,10458,GRAND CONCOURSE,2017622,207,,63,ELEVR,2007-04-20,H1,2007-04-12,2024-05-29
2096611,CLOSED,2007-03-23,2922,10458,GRANDCONCOURSE,2017622,207,,63,ELEVR,2007-04-20,I2,2007-04-12,2024-05-29
1153029,CLOSED,2005-10-20,321,10010,EAST   22 STREET,1020570,106,,63,ELEVR,2005-11-04,I2,2005-10-31,2024-05-29
2096716,CLOSED,2007-03-26,2300,10468,LORING PLACE NORTH,2014941,207,,58,BOILR,2007-04-26,A1,2007-04-20,2024-05-29
1188308,CLOSED,2007-03-10,45,10014,GROVE STREET,1083532,102,,31,MAN.,2007-03-27,C2,2007-03-23,2024-05-29
3173193,CLOSED,2005-10-18,777,11213,ST MARKS AVENUE,3324476,308,,63,ELEVR,2005-10-24,H1,2005-10-18,2024-05-29
1189779,CLOSED,2007-03-28,80,10032,ST NICHOLAS PLACE,1061187,109,,59,ELCTR,2007-04-02,I2,2007-04-01,2024-05-29
3295924,CLOSED,2009-02-21,67,11238,CLIFTON PLACE,3055601,302,,03,ERT,2009-02-22,I2,2009-02-21,2024-05-29
3173638,CLOSED,2005-10-24,95,11226,LINDEN BOULEVARD,3116662,317,,63,ELEVR,2005-11-14,I2,2005-11-09,2024-05-29
2128382,CLOSED,2009-03-31,1120,10460,WYATT STREET,2028350,206,,31,BRONX,2021-08-19,Y3,2021-08-19,2024-05-29
2077132,CLOSED,2005-10-25,2922,10458,GRAND CONCOURSE,2017622,207,,45,BRONX,2005-12-27,C2,2005-12-22,2024-05-29
2077155,CLOSED,2005-10-25,3620,10463,OXFORD AVENUE,2124437,208,,04,ERT,2005-10-31,A1,2005-10-29,2024-05-29
2090729,CLOSED,2006-10-21,1000,10451,GRAND CONCOURSE,2002822,204,,59,ELCTR,2006-11-09,I2,2006-11-03,2024-05-29
2077191,CLOSED,2005-10-26,3525,10467,DECATUR AVENUE,2018647,207,,63,ELEVR,2005-11-04,H1,2005-11-01,2024-05-29
2077193,CLOSED,2005-10-26,3525,10467,DECATUR AVENUE,2018647,207,,63,ELEVR,2005-11-04,I2,2005-11-01,2024-05-29
2077269,CLOSED,2005-10-27,2704,10463,KINGSBRIDGE TERRACE,2015504,208,,58,BOILR,2005-11-14,I2,2005-11-10,2024-05-29
2056497,CLOSED,2003-12-20,1566,10452,MACOMBS ROAD,2008422,204,,31,BRONX,2004-01-08,I2,2004-01-06,2024-05-29
3251825,CLOSED,2008-01-25,224,11211,SOUTH    3 STREET,3063299,301,,59,ELCTR,2008-02-01,A1,2008-01-28,2024-05-29
3174285,CLOSED,2005-10-31,2044,11233,BERGEN STREET,3039108,316,,65,BKLYN,2005-10-31,I1,2005-10-31,2024-05-29
2077373,CLOSED,2005-10-31,2720,10458,GRAND CONCOURSE,2017135,207,,67,C & D,2005-12-19,I2,2005-12-16,2024-05-29
2109485,CLOSED,2008-01-28,2922,10458,GRAND CONCOURSE,2017622,207,,23,BRONX,2008-02-29,A9,2008-02-26,2024-05-29
3171460,CLOSED,2005-10-03,696,11207,MILLER AVENUE,3096699,305,,58,BOILR,2005-11-01,A1,2005-10-21,2024-05-29
2109520,CLOSED,2008-01-28,940,10451,GRAND CONCOURSE,2002814,204,,63,ELEVR,2008-04-14,A1,2008-03-07,2024-05-29
1180038,CLOSED,2006-11-16,265,10012,LAFAYETTE STREET,1007524,102,,05,MAN.,2006-12-07,I2,2006-12-01,2024-05-29
2077525,CLOSED,2005-11-04,960,10451,GRAND CONCOURSE,2002815,204,,63,ELEVR,2005-11-18,A1,2005-11-14,2024-05-29
2077561,CLOSED,2005-11-04,960,10451,GRAND CONCOURSE,2002815,204,,63,ELEVR,2005-11-22,H1,2005-11-14,2024-05-29
3175050,CLOSED,2005-11-07,93,11226,LINDEN BOULEVARD,3116662,317,,63,ELEVR,2005-11-14,H1,2005-11-09,2024-05-29
3175051,CLOSED,2005-11-07,95,11226,LINDEN BOULEVARD,3116662,317,,62,ERT,2005-11-14,H1,2005-11-09,2024-05-29
2077679,CLOSED,2005-11-08,1939,10453,GRAND CONCOURSE,2007683,205,,77,SPOPS,2006-05-22,I2,2006-03-31,2024-05-29
3294232,CLOSED,2009-02-05,95,11226,LINDEN BOULEVARD,3116662,317,,80,ELEVR,2009-03-10,H1,2009-02-19,2024-05-29
3175152,CLOSED,2005-11-09,2044,11233,BERGEN STREET,3039108,316,,65,BKLYN,2005-11-09,I2,2005-11-09,2024-05-29
1251707,CLOSED,2009-03-20,45,10014,GROVE STREET,1083532,102,,09,MAN.,2009-04-03,I2,2009-04-02,2024-05-29
3120065,CLOSED,2003-10-03,175,11225,HAWTHORNE STREET,3115582,309,,63,ELEVR,2004-01-21,A1,2004-01-15,2024-05-29
2053560,CLOSED,2003-08-03,1505,10452,GRAND CONCOURSE,2008010,204,,63,ELEVR,2004-02-24,J2,2003-08-28,2024-05-29
3252422,CLOSED,2008-02-01,224,11211,SOUTH    3 STREET,3063299,301,,59,ELCTR,2008-02-01,A1,2008-01-29,2024-05-29
2126134,CLOSED,2009-02-06,2185,10462,BOLTON STREET,2049375,211,,63,ELEVR,2009-02-20,I2,2009-02-18,2024-05-29
2109700,CLOSED,2008-02-01,1505,10452,GRAND CONCOURSE,2008010,204,,63,ELEVR,2008-02-15,I2,2008-02-12,2024-05-29
2077118,CLOSED,2005-10-25,225,10463,WEST  232 STREET,2083557,208,,30,BRONX,2005-11-09,C2,2005-11-03,2024-05-29
3252736,CLOSED,2008-02-05,185,11215,PROSPECT PARK WEST,3026547,306,,45,BKLYN,2008-02-05,I1,2008-02-05,2024-05-29
2077729,CLOSED,2005-11-09,1939,10453,GRAND CONCOURSE,2007683,205,,77,SPOPS,2006-07-28,I2,2006-07-24,2024-05-29
3294438,CLOSED,2009-02-06,1159,11225,PRESIDENT STREET,3033223,309,,30,ERT,2009-02-09,I2,2009-02-06,2024-05-29
2109972,CLOSED,2008-02-09,2185,10462,BOLTON STREET,2049375,211,,63,ELEVR,2008-03-11,H1,2008-02-29,2024-05-29
2109980,CLOSED,2008-02-09,2185,10462,BOLTON STREET,2049375,211,,63,ELEVR,2008-03-11,H1,2008-02-29,2024-05-29
2096917,CLOSED,2007-03-30,3525,10467,DECATUR AVENUE,2018647,207,,63,ELEVR,2007-04-13,I2,2007-04-10,2024-05-29
1249624,CLOSED,2009-02-23,200,10029,EAST  110 STREET,1052445,111,,45,MAN.,2009-03-12,C2,2009-03-10,2024-05-29
2109475,CLOSED,2008-01-28,105,10468,EAST  198 STREET,2017575,207,,31,BRONX,2008-02-11,I2,2008-02-07,2024-05-29
2110061,CLOSED,2008-02-12,1223,10472,WHITE PLAINS ROAD,2024878,209,,09,BRONX,2008-02-12,A1,2008-01-10,2024-05-29
2126259,CLOSED,2009-02-09,1505,10452,GRAND CONCOURSE,2008010,204,,63,ELEVR,2009-05-01,I2,2009-05-01,2024-05-29
2126798,CLOSED,2009-02-24,3620,10463,OXFORD AVENUE,2124437,208,,15,BRONX,2009-03-18,I2,2009-03-17,2024-05-29
1250558,CLOSED,2009-03-06,574,10030,ST NICHOLAS AVENUE,1060906,110,,58,BOILR,2009-06-23,I2,2009-06-23,2024-05-29
2081098,CLOSED,2006-02-27,1939,10453,GRAND CONCOURSE,2007683,205,,23,BRONX,2006-03-15,I2,2006-03-10,2024-05-29
1159549,CLOSED,2006-02-06,95,10034,SEAMAN AVENUE,1064963,112,,67,C & D,2006-02-08,I2,2006-02-06,2024-05-29
2096938,CLOSED,2007-03-30,3525,10467,DECATUR AVENUE,2018647,207,,63,ELEVR,2007-04-30,I2,2007-04-10,2024-05-29
1154580,CLOSED,2005-11-12,80,10032,ST NICHOLAS PLACE,1061187,109,,59,ELCTR,2006-01-10,C2,2006-01-07,2024-05-29
1215819,CLOSED,2008-02-14,45,10014,GROVE STREET,1083532,102,,20,MAN.,2008-02-14,I2,2008-02-14,2024-05-29
2096986,CLOSED,2007-03-31,3525,10467,DECATUR AVENUE,2018647,207,,63,ELEVR,2007-04-30,I2,2007-04-10,2024-05-29
2097012,CLOSED,2007-04-01,3525,10467,DECATUR AVENUE,2018647,207,,63,ELEVR,2007-05-21,I2,2007-04-10,2024-05-29
2080031,CLOSED,2006-01-23,1939,10453,GRAND CONCOURSE,2007683,205,,23,BRONX,2006-02-13,I2,2006-02-09,2024-05-29
2097034,CLOSED,2007-04-02,1505,10452,GRAND CONCOURSE,2008010,204,,05,BRONX,2007-04-02,A1,2007-03-29,2024-05-29
2075369,CLOSED,2005-09-10,1235,10452,GRAND CONCOURSE,2002849,204,,31,BRONX,2005-11-15,I2,2005-11-10,2024-05-29
1154782,CLOSED,2005-11-15,128,10023,WEST   72 STREET,1079315,107,,30,MAN.,2005-11-16,I2,2005-11-16,2024-05-29
1187347,CLOSED,2007-02-28,155,10028,EAST   84 STREET,1047700,108,,73,MAN.,2007-04-19,I2,2007-04-18,2024-05-29
2081044,CLOSED,2006-02-25,2805,10468,GRAND CONCOURSE,2017465,207,,63,ELEVR,2006-03-17,A1,2006-03-10,2024-05-29
1154894,CLOSED,2005-11-16,45,10014,GROVE STREET,1083532,102,,76,ERT,2005-11-23,I2,2005-11-22,2024-05-29
1154897,CLOSED,2005-11-16,45,10014,GROVE STREET,1083532,102,,65,MAN.,2005-12-02,C2,2005-12-02,2024-05-29
3176066,CLOSED,2005-11-18,95,11226,LINDEN BOULEVARD,3116662,317,,63,ELEVR,2005-12-30,H1,2005-12-27,2024-05-29
2097197,CLOSED,2007-04-06,2720,10458,GRAND COURSE,2017135,207,,63,ELEVR,2007-04-24,I2,2007-04-24,2024-05-29
2093050,CLOSED,2006-12-20,1120,10460,WYATT STREET,2028350,206,,63,ELEVR,2007-02-02,I2,2007-01-25,2024-05-29
1155075,CLOSED,2005-11-19,336,10025,WEST   95 STREET,1034185,107,,63,ELEVR,2005-12-19,H1,2005-12-13,2024-05-29
1155081,CLOSED,2005-11-19,124,10023,WEST   72 STREET,1079313,107,,63,ELEVR,2005-12-28,I2,2005-12-14,2024-05-29
1153249,CLOSED,2005-10-24,97,10034,SEAMAN AVENUE,1064964,112,,59,ELCTR,2005-11-21,A1,2005-11-14,2024-05-29
2081648,CLOSED,2006-03-16,1110,10460,WYATT STREET,2028349,206,,31,ERT,2007-06-11,G5,2007-06-09,2024-05-29
2081649,CLOSED,2006-03-16,1110,10460,WYATT STREET,2028349,206,,04,ERT,2006-08-21,I2,2006-08-20,2024-05-29
2078118,CLOSED,2005-11-21,1939,10453,GRAND CONCOURSE,2007683,205,,77,SPOPS,2006-07-28,I2,2006-07-24,2024-05-29
2078119,CLOSED,2005-11-21,1235,10452,GRAND CONCOURSE,2002849,204,,63,ELEVR,2005-12-16,I2,2005-12-13,2024-05-29
2078120,CLOSED,2005-11-21,1505,10452,GRAND CONCOURSE,2008010,204,,63,ELEVR,2005-12-16,I2,2005-11-30,2024-05-29
2097311,CLOSED,2007-04-09,2720,10458,GRAND CONCOURSE,2017135,207,,63,ELEVR,2007-04-24,I2,2007-04-24,2024-05-29
2097314,CLOSED,2007-04-10,2720,10458,GRAND CONCOURSE,2017135,207,,63,ELEVR,2007-04-24,I2,2007-04-24,2024-05-29
2097322,CLOSED,2007-04-10,2664,10458,GRAND CONCOURSE,2017132,207,,37,BRONX,2007-04-18,A9,2007-04-17,2024-05-29
3176299,CLOSED,2005-11-22,95,11226,LINDEN BOULEVARD,3116662,317,,63,ELEVR,2005-12-30,H1,2005-12-27,2024-05-29
2090299,CLOSED,2006-10-13,2300,10468,LORING PLACE NORTH,2014941,207,,63,ELEVR,2006-11-09,I2,2006-11-03,2024-05-29
3176502,CLOSED,2005-11-25,95,11226,LINDEN BOULEVARD,3116662,317,,58,BOILR,2006-01-17,A1,2006-01-04,2024-05-29
2097445,CLOSED,2007-04-13,1227,10472,WHITE PLAINS ROAD,2024877,209,,10,BRONX,2007-04-25,L2,2007-04-22,2024-05-29
2078265,CLOSED,2005-11-27,1184,10452,CROMWELL AVENUE,2003025,204,,63,ELEVR,2005-12-09,H1,2005-12-01,2024-05-29
3176566,CLOSED,2005-11-27,93,11226,LINDEN BOULEVARD,3116662,317,,63,ELEVR,2005-12-30,I2,2005-12-27,2024-05-29
3176576,CLOSED,2005-11-27,777,11213,ST MARKS AVENUE,3324476,308,,63,ELEVR,2005-12-29,I2,2005-12-28,2024-05-29
1191049,CLOSED,2007-04-13,45,10014,GROVE STREET,1083532,102,,05,MAN.,2007-05-03,C2,2007-05-01,2024-05-29
1154895,CLOSED,2005-11-16,45,10014,GROVE STREET,1083532,102,,71,MAN.,2005-11-28,I2,2005-11-21,2024-05-29
2078329,CLOSED,2005-11-29,1184,10452,CROMWELL AVENUE,2003025,204,,63,ELEVR,2005-12-09,A1,2005-12-01,2024-05-29
2097506,CLOSED,2007-04-14,1560,10461,SILVER STREET,2044129,210,,09,BRONX,2007-05-02,A9,2007-05-01,2024-05-29
1191219,CLOSED,2007-04-16,153,10028,EAST   84 STREET,1047700,108,,73,MAN.,2007-05-01,I2,2007-04-25,2024-05-29
2078415,CLOSED,2005-11-30,2185,10453,GRAND CONCOURSE,2013760,205,,37,ERT,2006-01-19,I2,2006-01-18,2024-05-29
2078417,CLOSED,2005-11-30,1939,10453,GRANDCONCOURSE,2007683,205,,23,BRONX,2005-12-22,A9,2005-12-20,2024-05-29
