bin,violationissuedate,violationnumber,violationtype,violationremarks,violationstatus,devicenumber,devicetype,cycleenddate,borough,block,lot,housenumber,street,city,state,zip,bbl,postcode,latitude,longitude,communityboard,councildistrict,censustract2020,neighborhoodtabulationareanta2020
1004255,2009-01-01,010109LL629105233,LL6291,,Dismissed,10000826510N0002,Boiler,2008-12-31,Manhattan,350,35,158,STANTON STREET,New York,New York,,1003500035,10002,40.720408,-73.985021,103,2,3001,Lower East Side
2048797,2009-12-31,123109LBLVIO07963,LBLVIO,,Active,20000036726Y0001,Boiler,2009-11-15,Bronx,4288,45,2125,HOLLAND AVENUE,New York,New York,,2042880045,10462,40.853846,-73.865783,211,13,22404,Pelham Parkway-Van Nest
1047584,2023-06-30,063023LBLVIO05414,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2020 EXTERNAL LOW PRESSURE INSPECTION,Active,10000035707N0001,Boiler,2020-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
3078694,2004-02-13,021304LL629113200,LL6291,,Active,30000058291Y0001,Boiler,2003-12-31,Brooklyn,3406,57,1229,HALSEY STREET,New York,New York,,3034060057,11237,40.693356,-73.907745,304,37,437,Bushwick (East)
1050029,2015-10-01,100115LBLVIO01073,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2014 INSPECTION REPORT,Active,10000045873Y0002,Boiler,2014-12-31,Manhattan,1549,17,337,EAST 86 STREET,New York,New York,,1015490017,10028,40.777344,-73.950458,108,5,14602,Upper East Side-Yorkville
3063299,2009-01-01,010109LL629116273,LL6291,,Active,30000103053N0001,Boiler,2008-12-31,Brooklyn,2433,15,224,SOUTH    3 STREET,New York,New York,,3024330015,11211,40.711136,-73.958775,301,34,523,Williamsburg
3063299,2017-02-24,022417LBLVIO09536,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2015 INSPECTION REPORT,Active,30000103053N0001,Boiler,2015-12-31,Brooklyn,2433,15,224,SOUTH    3 STREET,New York,New York,,3024330015,11211,40.711136,-73.958775,301,34,523,Williamsburg
1060908,2023-10-23,VIO-FTC-VT-CAT1-201912-0009026,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2019 Cat1 Test Affirmation of Correction,Active,1P15970,Elevator,2019-12-31,Manhattan,2048,25,105,EDGECOMBE AVENUE,New York,New York,,1020480025,10030,40.819948,-73.945849,110,9,22102,Harlem (North)
2018647,2018-01-26,012618ACC104841,ACC1,,Active,2P1410,Elevator,2016-12-31,Bronx,3356,146,3525,DECATUR AVENUE,New York,New York,,2033560146,10467,40.879228,-73.872353,207,11,43102,Norwood
2015396,2017-01-03,010317ACC104901,ACC1,,Active,2P911,Elevator,2015-12-31,Bronx,3250,5,2830,SEDGWICK AVENUE,New York,New York,,2032500005,10468,40.873035,-73.901953,208,14,26702,Kingsbridge Heights-Van Cortlandt Village
2017465,2011-12-13,121311LBLVIO06449,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2010 INSPECTION REPORT,Active,20000011066Y0001,Boiler,2010-11-15,Bronx,3315,89,2805,GRAND CONCOURSE,New York,New York,,2033150089,10468,40.869195,-73.892012,207,14,40303,Bedford Park
2002814,2002-02-19,021902LL108101861,LL1081,,Active,2P633,Elevator,2001-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
2012842,2014-05-15,051514LBLVIO08394,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2012 INSPECTION REPORT,Active,20000013742Y0001,Boiler,2012-12-31,Bronx,3102,43,2343,PROSPECT AVENUE,New York,New York,,2031020043,10458,40.85266,-73.883244,206,15,393,Belmont
3096699,2023-06-20,062023LBLVIO06841,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2018 EXTERNAL LOW PRESSURE INSPECTION,Active,30000060573Y0001,Boiler,2018-12-31,Brooklyn,4303,12,696,MILLER AVENUE,New York,New York,,3043030012,11207,40.663122,-73.88864,305,42,1122,East New York-New Lots
3039108,2023-06-20,062023LBLVIO09907,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2018 EXTERNAL LOW PRESSURE INSPECTION,Active,30000062428Y0001,Boiler,2018-12-31,Brooklyn,1454,22,2044,BERGEN STREET,New York,New York,,3014540022,11233,40.674056,-73.912664,316,41,36501,Ocean Hill
2013743,2006-01-06,010606LL629106669,LL6291,,Active,20000009299Y0001,Boiler,2005-12-31,Bronx,3160,24,2065,GRAND CONCOURSE,New York,New York,,2031600024,10453,40.85297,-73.903175,205,14,23501,Mount Hope
4432058,2023-10-02,VIO-FTC-VT-PER-202212-0004163,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Dismissed,4P2160,Elevator,2022-12-31,Queens,2148,1,105-38,63 DRIVE,New York,New York,,4021480001,11375,40.733298,-73.850961,406,29,743,Forest Hills
1030892,2000-02-07,020700LL629103546,LL6291,,Active,10000016064Y0001,Boiler,1999-12-31,Manhattan,1169,40,214,WEST 78 STREET,New York,New York,,1011690040,10024,40.782702,-73.979403,107,6,163,Upper West Side (Central)
2124437,2023-10-23,VIO-FTC-VT-CAT1-202012-0009248,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Active,2P11354,Elevator,2020-12-31,Bronx,5796,117,3620,OXFORD AVENUE,New York,New York,,2057960117,10463,40.886967,-73.908554,208,11,295,Riverdale-Spuyten Duyvil
2014941,2014-05-15,051514LBLVIO08353,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2012 INSPECTION REPORT,Active,20000927665Y0001,Boiler,2012-12-31,Bronx,3225,94,2300,LORING PLACE,New York,New York,,2032250094,10468,40.861675,-73.908416,207,14,255,University Heights (North)-Fordham
2024878,2023-10-23,VIO-FTC-VT-CAT1-202212-0002552,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2022 Cat1 Test Affirmation of Correction,Active,2P788,Elevator,2022-12-31,Bronx,3767,82,1215,WHITE PLAINS ROAD,New York,New York,,2037670082,10472,40.831107,-73.861901,209,18,72,Castle Hill-Unionport
2083557,2018-01-26,012618ACC105060,ACC1,,Active,2P1258,Elevator,2016-12-31,Bronx,5754,90,225,WEST 232 STREET,New York,New York,,2057540090,10463,40.880352,-73.904318,208,11,287,Kingsbridge-Marble Hill
3096699,2002-03-26,032602LL629121692,LL6291,,Active,30000060573Y0001,Boiler,2001-12-31,Brooklyn,4303,12,696,MILLER AVENUE,New York,New York,,3043030012,11207,40.663122,-73.88864,305,42,1122,East New York-New Lots
3063208,2023-06-20,062023LBLVIO22571,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2018 EXTERNAL LOW PRESSURE INSPECTION,Dismissed,30000072110Y0001,Boiler,2018-12-31,Brooklyn,2425,8,378,HOOPER STREET,New York,New York,,3024250008,11211,40.709445,-73.952518,301,34,527,Williamsburg
2024878,2023-10-23,VIO-FTC-VT-CAT1-202112-0001136,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P788,Elevator,2021-12-31,Bronx,3767,82,1215,WHITE PLAINS ROAD,New York,New York,,2037670082,10472,40.831107,-73.861901,209,18,72,Castle Hill-Unionport
2002822,2001-03-08,030801LL108101625,LL1081,,Active,2P1638,Elevator,2000-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
3096699,2005-01-31,013105LL629112623,LL6291,,Active,30000060573Y0001,Boiler,2004-12-31,Brooklyn,4303,12,696,MILLER AVENUE,New York,New York,,3043030012,11207,40.663122,-73.88864,305,42,1122,East New York-New Lots
2018647,2007-01-19,011907LL629107072,LL6291,,Active,20000009904Y0001,Boiler,2006-12-31,Bronx,3356,146,3525,DECATUR AVENUE,New York,New York,,2033560146,10467,40.879228,-73.872353,207,11,43102,Norwood
2003025,2019-09-06,090619ACC103607,ACC1,,Active,2P403,Elevator,2017-12-31,Bronx,2496,46,1184,CROMWELL AVENUE,New York,New York,,2024960046,10452,40.835492,-73.922639,204,16,197,Concourse-Concourse Village
2002849,1989-10-12,101289LL108103306,LL1081,,Active,2P1212,Elevator,1988-12-31,Bronx,2464,23,1235,GRAND CONCOURSE,New York,New York,,2024640023,10452,40.835466,-73.916785,204,16,197,Concourse-Concourse Village
2002849,2004-11-19,111904LL108101600,LL1081,,Active,2P1213,Elevator,2004-12-31,Bronx,2464,23,1235,GRAND CONCOURSE,New York,New York,,2024640023,10452,40.835466,-73.916785,204,16,197,Concourse-Concourse Village
1063852,2023-11-14,VIO-FTC-BE-EXT-202212-0003892,FTC-BE-EXT-LP,Violation Issued-Failure To File 2022 External Inspection Affirmation of Correction for LP Device,Dismissed,10000902342Y0001,Boiler,2022-12-31,Manhattan,2159,35,461,AUDUBON AVENUE,New York,New York,,1021590035,10040,40.853235,-73.929039,112,10,277,Washington Heights (North)
2051276,2009-12-31,123109LBLVIO08002,LBLVIO,,Active,20000014216Y0001,Boiler,2009-11-15,Bronx,4427,17,2526,BRONX PARK EAST,New York,New York,,2044270017,10467,40.863773,-73.870401,211,15,33202,Allerton
2002849,2023-08-11,VIO-FTF-VT-CAT1-202112-0000194,FTF-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Report,Active,2P1213,Elevator,2021-12-31,Bronx,2464,23,1235,GRAND CONCOURSE,New York,New York,,2024640023,10452,40.835466,-73.916785,204,16,197,Concourse-Concourse Village
2003025,2023-08-11,VIO-FTF-VT-CAT1-201812-0000173,FTF-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Report,Active,2P403,Elevator,2018-12-31,Bronx,2496,46,1184,CROMWELL AVENUE,New York,New York,,2024960046,10452,40.835492,-73.922639,204,16,197,Concourse-Concourse Village
1062472,2001-03-08,030801LL108101521,LL1081,,Active,1P12493,Elevator,2000-12-31,Manhattan,2099,49,630,WEST 153 STREET,New York,New York,,1020990049,10031,40.831914,-73.947852,109,7,237,Hamilton Heights-Sugar Hill
1060908,2023-10-02,VIO-FTC-VT-PER-202212-0017034,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Active,1P15970,Elevator,2022-12-31,Manhattan,2048,25,105,EDGECOMBE AVENUE,New York,New York,,1020480025,10030,40.819948,-73.945849,110,9,22102,Harlem (North)
2018647,2019-09-06,090619ACC103993,ACC1,,Active,2P1410,Elevator,2017-12-31,Bronx,3356,146,3525,DECATUR AVENUE,New York,New York,,2033560146,10467,40.879228,-73.872353,207,11,43102,Norwood
1025173,2013-03-01,030113LBLVIO01231,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2011 INSPECTION REPORT,Active,10000039594Y0001,Boiler,2011-11-15,Manhattan,1041,5,365,WEST 50 STREET,New York,New York,,1010410005,10019,40.763211,-73.988272,104,3,133,Hell's Kitchen
2017465,2004-11-19,111904LL108101827,LL1081,,Active,2P1695,Elevator,2004-12-31,Bronx,3315,89,2805,GRAND CONCOURSE,New York,New York,,2033150089,10468,40.869195,-73.892012,207,14,40303,Bedford Park
4432058,2023-10-23,VIO-FTC-VT-CAT1-201812-0004011,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Affirmation of Correction,Dismissed,4P2160,Elevator,2018-12-31,Queens,2148,1,105-38,63 DRIVE,New York,New York,,4021480001,11375,40.733298,-73.850961,406,29,743,Forest Hills
2002815,2023-08-11,VIO-FTF-VT-CAT1-201812-0000169,FTF-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Report,Active,2P594,Elevator,2018-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
4080138,2018-01-26,012618ACC106367,ACC1,,Dismissed,4P688,Elevator,2016-12-31,Queens,3355,136,83-64,TALBOT STREET,New York,New York,,4033550136,11415,40.708612,-73.827665,409,29,138,Kew Gardens
1025173,1998-05-04,050498LL629102103,LL6291,,Active,10000039594Y0001,Boiler,1997-12-31,Manhattan,1041,5,365,WEST 50 STREET,New York,New York,,1010410005,10019,40.763211,-73.988272,104,3,133,Hell's Kitchen
4080137,2023-10-23,VIO-FTC-VT-CAT1-202012-0010553,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Dismissed,4P686,Elevator,2020-12-31,Queens,3355,129,83-52,TALBOT STREET,New York,New York,,4033550129,11415,40.708618,-73.827669,409,29,138,Kew Gardens
1050028,1997-09-16,091697LL6291184818,LL6291,,Active,10000907866Y0001,Boiler,1996-12-31,Manhattan,1549,16,335,EAST 86 STREET,New York,New York,,1015490016,10028,40.777358,-73.950494,108,5,14602,Upper East Side-Yorkville
4135129,2023-06-20,062023LBLVIO22095,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2018 EXTERNAL LOW PRESSURE INSPECTION,Active,40000161671N0001,Boiler,2018-12-31,Queens,6077,51,34-43,FRANCIS LEWIS BOULEVARD,New York,New York,,4060770051,11358,40.765568,-73.789208,411,19,1099,Auburndale
2007907,2018-01-26,012618ACC103418,ACC1,,Active,2P1752,Elevator,2016-12-31,Bronx,2827,46,1895,MORRIS AVENUE,New York,New York,,2028270046,10453,40.849458,-73.9081,205,14,23301,Mount Hope
2124437,2023-10-23,VIO-FTC-VT-CAT1-202212-0011255,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2022 Cat1 Test Affirmation of Correction,Active,2P11355,Elevator,2022-12-31,Bronx,5796,117,3620,OXFORD AVENUE,New York,New York,,2057960117,10463,40.886967,-73.908554,208,11,295,Riverdale-Spuyten Duyvil
2017428,2021-12-17,121721EVCAT500526,EVCAT5,,Active,2P246,Elevator,2018-10-31,Bronx,3314,57,2685,GRAND CONCOURSE,New York,New York,,2033140057,10468,40.866839,-73.893802,207,14,40304,Bedford Park
2024878,2021-12-17,121721EVCAT500570,EVCAT5,,Active,2P786,Elevator,2018-07-31,Bronx,3767,82,1215,WHITE PLAINS ROAD,New York,New York,,2037670082,10472,40.831107,-73.861901,209,18,72,Castle Hill-Unionport
2049375,2023-08-11,VIO-FTF-VT-CAT1-201812-0000291,FTF-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Report,Active,2P1656,Elevator,2018-12-31,Bronx,4317,40,2185,BOLTON STREET,New York,New York,,2043170040,10462,40.8559,-73.868667,211,13,22401,Pelham Parkway-Van Nest
3039777,2009-12-31,123109LBLVIO11479,LBLVIO,,Active,30000078215N0001,Boiler,2009-11-15,Brooklyn,1485,47,937,JEFFERSON AVENUE,New York,New York,,3014850047,11221,40.686586,-73.921366,303,41,375,Bedford-Stuyvesant (East)
2002849,2004-04-21,042104LL108101800,LL1081,,Active,2P1212,Elevator,2003-12-31,Bronx,2464,23,1235,GRAND CONCOURSE,New York,New York,,2024640023,10452,40.835466,-73.916785,204,16,197,Concourse-Concourse Village
2002822,2002-03-26,032602LL629109634,LL6291,,Active,20000016137Y0001,Boiler,2001-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
2014276,2023-04-25,042523LBLVIO10059,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2022 INSPECTION REPORT,Active,20000930127Y0001,Boiler,2022-12-31,Bronx,3198,76,12,WEST 184 STREET,New York,New York,,2031980076,10468,40.860729,-73.903005,207,14,239,Fordham Heights
2014942,1994-06-09,060994LL629105199,LL6291,,Active,20000927666Y0001,Boiler,1993-12-31,Bronx,3225,98,2312,LORING PLACE,New York,New York,,2032250098,10468,40.861916,-73.908231,207,14,255,University Heights (North)-Fordham
1047584,2023-06-20,062023HBLVIO04809,HBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2019 INTERNAL HGH PRESSURE INSPECTION,Active,10000053198N0001,Boiler,2019-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
2002814,2004-04-21,042104LL108101795,LL1081,,Active,2P631,Elevator,2003-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
2024877,2001-02-27,022701LL629111060,LL6291,,Active,20000013660Y0001,Boiler,2000-12-31,Bronx,3767,77,1225,WHITE PLAINS RD,New York,New York,,2037670077,10472,40.831319,-73.861994,209,18,72,Castle Hill-Unionport
2024878,2018-01-26,012618ACC104871,ACC1,,Active,2P785,Elevator,2016-12-31,Bronx,3767,82,1215,WHITE PLAINS ROAD,New York,New York,,2037670082,10472,40.831107,-73.861901,209,18,72,Castle Hill-Unionport
2002822,2023-10-02,VIO-FTC-VT-PER-202212-0010803,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Active,2P1637,Elevator,2022-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
2007907,2004-11-19,111904LL108101696,LL1081,,Active,2P1752,Elevator,2004-12-31,Bronx,2827,46,1895,MORRIS AVENUE,New York,New York,,2028270046,10453,40.849458,-73.9081,205,14,23301,Mount Hope
3039777,2009-01-01,010109LL629114639,LL6291,,Active,30000078215N0001,Boiler,2008-12-31,Brooklyn,1485,47,937,JEFFERSON AVENUE,New York,New York,,3014850047,11221,40.686586,-73.921366,303,41,375,Bedford-Stuyvesant (East)
3078694,2003-03-19,031903LL629119352,LL6291,,Active,30000058291Y0001,Boiler,2002-12-31,Brooklyn,3406,57,1229,HALSEY STREET,New York,New York,,3034060057,11237,40.693356,-73.907745,304,37,437,Bushwick (East)
3115582,2004-02-13,021304LL629111611,LL6291,,Active,30000013293Y0001,Boiler,2003-12-31,Brooklyn,5043,71,165,HAWTHORNE STREET,New York,New York,,3050430071,11225,40.657567,-73.954844,309,40,802,Prospect Lefferts Gardens-Wingate
4135129,2023-06-20,062023LBLVIO42040,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2019 EXTERNAL LOW PRESSURE INSPECTION,Active,40000161671N0001,Boiler,2019-12-31,Queens,6077,51,34-43,FRANCIS LEWIS BOULEVARD,New York,New York,,4060770051,11358,40.765568,-73.789208,411,19,1099,Auburndale
2014941,1993-05-17,051793LL629105503,LL6291,,Active,20000927665Y0001,Boiler,1992-12-31,Bronx,3225,94,2300,LORING PLACE,New York,New York,,2032250094,10468,40.861675,-73.908416,207,14,255,University Heights (North)-Fordham
3115582,2019-09-06,090619ACC104608,ACC1,,Dismissed,3P4845,Elevator,2017-12-31,Brooklyn,5043,71,165,HAWTHORNE STREET,New York,New York,,3050430071,11225,40.657567,-73.954844,309,40,802,Prospect Lefferts Gardens-Wingate
2002822,2004-04-21,042104LL108101797,LL1081,,Active,2P1638,Elevator,2003-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
1020570,2023-11-14,VIO-FTC-BE-EXT-201912-0001959,FTC-BE-EXT-LP,Violation Issued-Failure To File 2019 External Inspection Affirmation of Correction for LP Device,Active,10000015026Y0001,Boiler,2019-12-31,Manhattan,928,9,313,EAST 22 STREET,New York,New York,,1009280009,10010,40.736992,-73.980821,106,2,64,Gramercy
2002815,2023-10-23,VIO-FTC-VT-CAT1-201912-0005386,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2019 Cat1 Test Affirmation of Correction,Active,2P592,Elevator,2019-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
2002822,2019-09-06,090619ACC103587,ACC1,,Active,2P1637,Elevator,2017-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
1005262,2005-01-31,013105LL629100902,LL6291,,Dismissed,10000021918Y0001,Boiler,2004-12-31,Manhattan,407,54,513,EAST 13 STREET,New York,New York,,1004070054,10009,40.729391,-73.98004,103,2,34,East Village
3039777,2013-03-01,030113LBLVIO07173,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2011 INSPECTION REPORT,Active,30000078215N0001,Boiler,2011-11-15,Brooklyn,1485,47,937,JEFFERSON AVENUE,New York,New York,,3014850047,11221,40.686586,-73.921366,303,41,375,Bedford-Stuyvesant (East)
2014943,2014-05-15,051514LBLVIO08370,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2012 INSPECTION REPORT,Active,20000927669Y0001,Boiler,2012-12-31,Bronx,3225,101,2316,LORING PLACE,New York,New York,,2032250101,10468,40.861995,-73.908169,207,14,255,University Heights (North)-Fordham
1085192,2004-02-13,021304LL629100169,LL6291,,Active,10000004640Y0001,Boiler,2003-12-31,Manhattan,1429,31,238,EAST   75 STREET,New York,New York,,1014290031,10021,40.771292,-73.958243,108,5,134,Upper East Side-Lenox Hill-Roosevelt Island
2014941,2002-03-26,032602LL629111560,LL6291,,Active,20000927665Y0001,Boiler,2001-12-31,Bronx,3225,94,2300,LORING PLACE,New York,New York,,2032250094,10468,40.861675,-73.908416,207,14,255,University Heights (North)-Fordham
3039108,2005-01-31,013105LL629112901,LL6291,,Active,30000062428Y0001,Boiler,2004-12-31,Brooklyn,1454,22,2044,BERGEN STREET,New York,New York,,3014540022,11233,40.674056,-73.912664,316,41,36501,Ocean Hill
2124437,2023-10-23,VIO-FTC-VT-CAT1-202212-0017866,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2022 Cat1 Test Affirmation of Correction,Active,2P11354,Elevator,2022-12-31,Bronx,5796,117,3620,OXFORD AVENUE,New York,New York,,2057960117,10463,40.886967,-73.908554,208,11,295,Riverdale-Spuyten Duyvil
2124437,2023-06-30,063023LBLVIO08039,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2020 EXTERNAL LOW PRESSURE INSPECTION,Active,20000164035Y0002,Boiler,2020-12-31,Bronx,5796,117,3620,OXFORD AVENUE,New York,New York,,2057960117,10463,40.886967,-73.908554,208,11,295,Riverdale-Spuyten Duyvil
2002815,2014-05-15,051514LBLVIO07580,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2012 INSPECTION REPORT,Active,20000007812Y0001,Boiler,2012-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
3115582,2009-01-01,010109LL629109944,LL6291,,Active,30000013293Y0001,Boiler,2008-12-31,Brooklyn,5043,71,165,HAWTHORNE STREET,New York,New York,,3050430071,11225,40.657567,-73.954844,309,40,802,Prospect Lefferts Gardens-Wingate
3116708,2023-06-20,062023LBLVIO05675,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2018 EXTERNAL LOW PRESSURE INSPECTION,Dismissed,30000001362Y0001,Boiler,2018-12-31,Brooklyn,5086,27,38,LINDEN BOULEVARD,New York,New York,,3050860027,11226,40.652216,-73.957712,314,40,79602,Flatbush
